index_column,time,dt,yaw,pitch,roll,displacement_north,displacement_east,altitude_geometric,geodetic_lat
1053,3.11718300000001,9.79999999799475e-05,-85.022680303689,-85.022680303689,-85.022680303689,-0.333988688036765,0.129381249020666,0.00117712829062647,-36.4823
1054,3.11728099999999,5.09999999849242e-05,-85.0218110537825,-85.0218110537825,-85.0218110537825,-0.333988688036765,0.129381249020666,0.00117712829062647,-36.4823
1055,3.11733199999998,0.000234000000034484,-85.0245213678374,-85.0245213678374,-85.0245213678374,-0.334283183531349,0.129545059831831,0.00106476800907562,-36.4823
1056,3.11756600000001,9.49999999875217e-05,-85.0245213662646,-85.0245213662646,-85.0245213662646,-0.33428317151173,0.129545053989296,0.00217217625781127,-36.4823
1057,3.117661,9.39999999900465e-05,-85.0301240942488,-85.0301240942488,-85.0301240942488,-0.334282581499569,0.129544764034012,0.00217231342380613,-36.4823
1058,3.11775499999999,5.50000000316686e-05,-85.0292570130689,-85.0292570130689,-85.0292570130689,-0.334282581499569,0.129544764034012,0.00217231342380613,-36.4823
1059,3.11781000000002,0.000232999999980166,-85.0319432423832,-85.0319432423832,-85.0319432423832,-0.334570581896134,0.12970499734767,0.00206253683732949,-36.4823
1060,3.118043,9.49999999875217e-05,-85.031943240857,-85.031943240857,-85.031943240857,-0.334570569907968,0.129704991520568,0.00316834370683457,-36.4823
1061,3.11813799999999,9.80000000367909e-05,-85.034713119206,-85.034713119206,-85.034713119206,-0.334570413710159,0.129704944135528,0.00316835404963703,-36.4823
1062,3.11823600000002,5.09999999849242e-05,-85.0338481918659,-85.0338481918659,-85.0338481918659,-0.334570413710159,0.129704944135528,0.00316835404963703,-36.4823
1063,3.11828700000001,0.000235999999972591,-85.0365141352763,-85.0365141352763,-85.0365141352763,-0.334852208324576,0.129861737787689,0.00306106297768122,-36.4823
1064,3.11852299999998,9.09999999976208e-05,-85.0365141337948,-85.0365141337948,-85.0365141337948,-0.334852196367804,0.129861731975989,0.00416526521113363,-36.4823
1065,3.11861399999998,9.80000000367909e-05,-85.0377515611355,-85.0377515611355,-85.0377515611355,-0.334852339357427,0.129861839020028,0.00416518336790622,-36.4823
1066,3.11871200000002,5.09999999849242e-05,-85.0368887751165,-85.0368887751165,-85.0368887751165,-0.334852339357427,0.129861839020028,0.00416518336790622,-36.4823
1067,3.118763,0.000240000000019336,-85.0395369441128,-85.0395369441128,-85.0395369441128,-0.335128168852317,0.130015314362321,0.0040602899018242,-36.4823
1068,3.11900300000002,0.0745699999999943,-85.0395369426745,-85.0395369426745,-85.0395369426745,-0.335128156926832,0.130015308565967,0.00516288927563551,-36.4823
1069,3.19357300000001,9.09999999976208e-05,-85.0395369426745,-85.0395369426745,-85.0395369426745,-0.335128156926832,0.130015308565967,0.00516288927563551,-36.4823
1070,3.19366400000001,9.29999999925712e-05,-85.0635150869571,-85.0635150869571,-85.0635150869571,-0.335120355939328,0.130009427838903,0.00516179042025107,-36.4823
1071,3.19375700000001,5.59999999723004e-05,-84.9214332917914,-84.9214332917914,-84.9214332917914,-0.335120355939328,0.130009427838903,0.00516179042025107,-36.4823
1072,3.19381299999998,0.000342000000046028,-84.9240957649725,-84.9240957649725,-84.9240957649725,-0.335391460574445,0.130156577573701,0.00505765696426964,-36.4823
1073,3.19415500000002,0.000186999999982618,-84.9240957631598,-84.9240957631598,-84.9240957631598,-0.335391445917386,0.13015657044646,0.00642016451090915,-36.4823
