0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,0
14000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,14000000
28000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,28000000
42000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,42000000
56000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,56000000
70000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,70000000
84000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,84000000
98000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,98000000
112000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,112000000
126000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,126000000
140000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,140000000
154000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,154000000
168000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,168000000
182000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,182000000
196000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,196000000
210000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,210000000
224000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,224000000
238000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,238000000
252000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,252000000
266000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,266000000
280000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,280000000
294000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,294000000
308000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,308000000
322000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,322000000
336000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,336000000
350000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,350000000
364000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,364000000
378000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,378000000
392000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,392000000
406000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,406000000
420000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,420000000
434000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,434000000
448000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,448000000
462000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,462000000
476000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,476000000
490000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,490000000
504000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461489,100802.002,36.419998,504000000
