600070,-0.949,-0.073,-0.046,-0.949,-0.055,0.004,-1.078899083,0.079918451,-0.479510703,0.02,-0.017,-0.012,-0.009,0.001,-0.003,95.594,-2.373,-51.123,67.32,100519,27.25,,
620070,-0.951,-0.073,-0.057,-0.965,-0.047,-0.035,-1.078899083,0.079918451,-0.479510703,0.027,-0.02,-0.01,0.028,0.002,-0.002,94.498,-2.739,-50.355,67.069,100522,27.25,,
640019,-0.953,-0.078,-0.054,-0.98,-0.062,-0.004,-1.078899083,0.039959225,-0.439551478,0.002,-0.024,-0.012,0.024,0,-0.005,94.498,-2.739,-50.355,67.069,100522,27.25,,
717576,-0.946,-0.068,-0.061,-0.949,0,-0.051,-1.078899083,0.119877676,-0.519469929,0.027,-0.022,-0.012,0.024,0,-0.005,94.864,-3.105,-52.704,67.32,100519,27.25,,
718500,-0.951,-0.072,-0.064,-0.949,0,-0.051,-1.078899083,0.119877676,-0.519469929,-0.01,-0.022,-0.01,0,0.009,-0.003,94.864,-3.105,-52.704,67.32,100519,27.25,,
719995,-0.951,-0.073,-0.06,-0.949,0,-0.051,-1.078899083,0.119877676,-0.519469929,-0.005,-0.027,-0.007,-0.016,0,-0.004,94.864,-3.105,-52.704,67.32,100519,27.25,,
739995,-0.95,-0.081,-0.06,-0.965,-0.055,-0.035,-1.198776758,0.079918451,-0.519469929,-0.005,-0.02,-0.007,-0.01,-0.003,0.002,95.23,-2.006,-52.312,67.32,100519,27.25,,
759995,-0.948,-0.073,-0.055,-0.98,-0.031,-0.035,-2.357594292,0.119877676,-0.479510703,0.005,-0.02,-0.01,0.001,0.001,-0.003,95.23,-2.006,-52.312,67.32,100519,27.25,,
779995,-0.952,-0.069,-0.051,-0.965,-0.016,-0.004,-2.357594292,0.119877676,-0.479510703,0.015,-0.02,-0.005,-0.004,-0.001,-0.003,95.23,-3.838,-49.573,67.488,100517,27.25,,
800070,-0.951,-0.078,-0.053,-0.98,-0.094,0.004,-1.198776758,0,-0.399592253,0.015,-0.02,-0.005,-0.004,-0.001,-0.003,95.23,-3.838,-49.573,67.488,100517,27.25,,
879900,-0.949,-0.073,-0.055,-0.965,-0.031,-0.004,-1.158817533,0.079918451,-0.479510703,0.02,-0.02,-0.007,-0.004,-0.001,-0.003,93.397,-3.838,-49.957,67.32,100519,27.25,,
880613,-0.949,-0.073,-0.055,-0.965,-0.031,-0.004,-1.158817533,0.079918451,-0.479510703,0.015,-0.017,-0.012,0.004,0.001,-0.005,93.397,-3.838,-49.957,67.32,100519,27.25,,
881285,-0.948,-0.071,-0.057,-0.965,-0.031,-0.004,-1.158817533,0.079918451,-0.479510703,0.032,-0.02,-0.007,0.01,0,-0.002,93.397,-3.838,-49.957,67.32,100519,27.25,,
899995,-0.952,-0.074,-0.053,-0.965,-0.008,-0.012,-1.158817533,0.079918451,-0.479510703,0.015,-0.022,-0.012,-0.001,-0.005,-0.005,93.397,-3.838,-49.957,67.237,100520,27.25,,
919995,-0.949,-0.073,-0.056,-0.949,-0.023,0.004,-1.238735984,0.159836901,-0.519469929,-0.005,-0.022,-0.01,-0.024,-0.004,0.002,95.225,-3.107,-50.717,67.237,100520,27.25,,
940111,-0.949,-0.077,-0.061,-0.98,-0.047,-0.027,-1.038939857,0.039959225,-0.559429154,0,-0.02,-0.005,0.001,0.002,-0.002,95.598,-3.838,-51.537,67.488,100517,27.25,,
960023,-0.95,-0.078,-0.057,-0.965,-0.047,0.004,-1.038939857,0.039959225,-0.559429154,0,-0.02,-0.005,0.001,0.002,-0.002,95.598,-3.838,-51.537,67.237,100520,27.25,,
1041461,-0.953,-0.076,-0.055,-0.965,-0.031,-0.035,-1.078899083,0.079918451,-0.479510703,0.005,-0.017,-0.007,0.001,0.002,-0.002,94.863,-3.838,-51.522,67.153,100521,27.26,,
1042172,-0.953,-0.076,-0.055,-0.965,-0.031,-0.035,-1.078899083,0.079918451,-0.479510703,0.002,-0.022,-0.007,-0.013,0,0.001,94.863,-3.838,-51.522,67.153,100521,27.26,,
1042834,-0.951,-0.077,-0.051,-0.965,-0.031,-0.035,-1.078899083,0.079918451,-0.479510703,0.022,-0.015,-0.01,-0.002,0,-0.004,94.863,-3.838,-51.522,67.153,100521,27.26,,
1059917,-0.95,-0.076,-0.055,-0.957,-0.039,0.004,-1.078899083,0.079918451,-0.479510703,0.029,-0.015,-0.01,0,0.001,0.002,94.863,-3.838,-51.522,67.153,100521,27.26,,
1079917,-0.952,-0.07,-0.051,-0.965,-0.023,-0.004,-1.198776758,0.119877676,-0.399592253,0.01,-0.024,-0.01,0.004,-0.001,-0.001,95.595,-1.64,-49.957,67.153,100521,27.26,,
1099917,-0.952,-0.07,-0.059,-0.957,-0.039,-0.019,-1.038939857,0,-0.439551478,0.024,-0.02,-0.007,0.003,-0.001,0.003,95.236,-3.104,-50.776,67.237,100520,27.26,,
1119994,-0.949,-0.08,-0.056,-0.949,-0.062,0.012,-1.038939857,0,-0.439551478,0.02,-0.022,-0.01,0.003,-0.001,0.003,95.236,-3.104,-50.776,67.32,100519,27.26,,
1287909,-0.952,-0.069,-0.053,-0.972,0,0.004,-1.238735984,0.119877676,-0.599388379,0.024,-0.02,-0.01,0.014,-0.001,-0.003,95.229,-3.106,-51.522,67.237,100520,27.26,,
1288730,-0.951,-0.071,-0.054,-0.972,0,0.004,-1.238735984,0.119877676,-0.599388379,0.024,-0.02,-0.01,0.014,-0.001,-0.003,95.229,-3.106,-51.522,67.237,100520,27.26,,
1289541,-0.952,-0.072,-0.053,-0.972,0,0.004,-1.238735984,0.119877676,-0.599388379,0.027,-0.02,-0.007,0.014,-0.001,-0.003,95.229,-3.106,-51.522,67.237,100520,27.26,,
1290150,-0.952,-0.072,-0.053,-0.972,0,0.004,-1.238735984,0.119877676,-0.599388379,0.027,-0.02,-0.007,0.014,-0.001,-0.003,95.229,-3.106,-51.522,67.237,100520,27.26,,
1290950,-0.951,-0.073,-0.052,-0.965,-0.062,-0.019,-1.238735984,0.119877676,-0.599388379,0.027,-0.02,-0.007,0.014,-0.001,-0.003,95.229,-3.106,-51.522,67.237,100520,27.26,,
1291549,-0.951,-0.073,-0.052,-0.965,-0.062,-0.019,-1.238735984,0.119877676,-0.599388379,0.007,-0.022,-0.01,-0.018,0.001,-0.003,95.229,-3.106,-51.522,67.237,100520,27.26,,
1292237,-0.95,-0.073,-0.052,-0.965,-0.062,-0.019,-1.238735984,0.119877676,-0.599388379,0.012,-0.022,-0.01,-0.018,0.001,-0.003,95.229,-3.106,-51.522,67.237,100520,27.26,,
1368067,-0.954,-0.078,-0.054,-0.98,-0.062,-0.019,-1.038939857,0.119877676,-0.479510703,0.012,-0.02,-0.01,-0.004,0.002,-0.002,94.13,-3.838,-50.348,67.237,100520,27.26,,
1368944,-0.954,-0.078,-0.055,-0.972,-0.047,-0.019,-1.038939857,0.119877676,-0.479510703,0.024,-0.02,-0.01,0.004,0,0.002,94.13,-3.838,-50.348,67.237,100520,27.26,,
1369728,-0.953,-0.08,-0.055,-0.972,-0.047,-0.019,-1.038939857,0.119877676,-0.479510703,0.029,-0.02,-0.01,0.011,0.004,-0.006,94.13,-3.838,-50.348,67.237,100520,27.26,,
1380110,-0.952,-0.073,-0.05,-0.965,-0.023,0.012,-1.238735984,0.159836901,-0.479510703,0.024,-0.02,-0.007,-0.004,0.001,0,94.13,-3.838,-50.348,67.237,100520,27.26,,
1400110,-0.952,-0.074,-0.06,-0.972,-0.023,-0.019,-1.238735984,0.159836901,-0.479510703,0.01,-0.02,-0.012,-0.01,-0.002,-0.004,95.228,-2.74,-49.949,67.404,100518,27.26,,
1420187,-0.95,-0.077,-0.059,-0.957,-0.047,-0.035,-1.118858308,0.039959225,-0.519469929,0.015,-0.022,-0.01,0.002,0.004,-0.003,94.496,-3.472,-50.348,67.404,100518,27.26,,
1440186,-0.951,-0.081,-0.06,-0.98,-0.078,0.02,-1.158817533,0.079918451,-0.519469929,0.02,-0.02,-0.01,0.002,0.004,-0.003,94.496,-3.472,-50.348,67.32,100519,27.26,,
1517156,-0.948,-0.075,-0.057,-0.957,-0.039,-0.027,-1.118858308,0.119877676,-0.559429154,0.002,-0.022,-0.01,-0.004,0.003,-0.002,94.861,-2.373,-50.341,67.237,100520,27.26,,
1518064,-0.948,-0.075,-0.06,-0.965,-0.047,-0.012,-1.118858308,0.119877676,-0.559429154,0.01,-0.02,-0.007,-0.012,0,-0.003,94.861,-2.373,-50.341,67.572,100516,27.26,,
1520116,-0.949,-0.075,-0.066,-0.965,-0.047,-0.012,-1.118858308,0.119877676,-0.559429154,0.012,-0.02,-0.012,-0.013,0.001,0,95.229,-4.205,-51.131,67.572,100516,27.26,,
1540119,-0.953,-0.082,-0.055,-0.965,-0.078,-0.027,-1.078899083,0.119877676,-0.439551478,0.015,-0.022,-0.01,0.013,0.003,-0.004,95.229,-4.205,-51.131,67.572,100516,27.26,,
1560234,-0.948,-0.076,-0.06,-0.965,-0.023,-0.058,-1.038939857,0.119877676,-0.559429154,0.002,-0.022,-0.01,-0.006,0,-0.002,94.496,-2.373,-52.305,67.32,100519,27.26,,
1580151,-0.953,-0.079,-0.055,-0.98,-0.07,-0.004,-1.038939857,0.119877676,-0.559429154,0.01,-0.017,-0.01,0.002,-0.003,0,94.496,-2.373,-52.305,67.404,100518,27.26,,
1600188,-0.948,-0.078,-0.059,-0.949,-0.062,-0.027,-1.118858308,0.079918451,-0.559429154,0.01,-0.015,-0.01,0.002,-0.003,0,94.495,-2.74,-51.123,67.404,100518,27.26,,
1695245,-0.95,-0.073,-0.058,-0.98,-0.031,-0.004,-1.198776758,0.159836901,-0.479510703,0.01,-0.015,-0.01,0.002,-0.003,0,93.765,-3.838,-50.747,67.32,100519,27.26,,
1696040,-0.949,-0.076,-0.06,-0.98,-0.031,-0.004,-1.198776758,0.159836901,-0.479510703,0.022,-0.024,-0.007,0.001,0,-0.004,93.765,-3.838,-50.747,67.32,100519,27.26,,
1696618,-0.949,-0.076,-0.06,-0.98,-0.031,-0.004,-1.198776758,0.159836901,-0.479510703,0.01,-0.024,-0.007,0.004,0,-0.001,93.765,-3.838,-50.747,67.32,100519,27.26,,
1700111,-0.949,-0.073,-0.057,-0.957,-0.055,-0.027,-1.198776758,0.159836901,-0.479510703,0.002,-0.029,-0.01,-0.01,0.001,-0.004,93.765,-3.838,-50.747,67.32,100519,27.26,,
1720111,-0.951,-0.078,-0.059,-0.957,-0.055,-0.043,-0.998980632,0.199796126,-0.359633028,0.01,-0.027,-0.005,-0.004,-0.005,-0.001,94.133,-3.105,-51.928,67.404,100518,27.26,,
1740111,-0.95,-0.079,-0.057,-0.98,-0.047,-0.012,-0.998980632,0.199796126,-0.359633028,0.012,-0.02,-0.01,0.001,0,0.001,94.133,-3.105,-51.928,67.237,100520,27.26,,
1760116,-0.949,-0.074,-0.056,-0.972,-0.062,0.004,-1.398572885,0.479510703,-0.559429154,0.024,-0.015,-0.01,0.001,0,0.001,94.866,-2.372,-51.146,67.237,100520,27.26,,
1838804,-0.952,-0.076,-0.054,-0.972,-0.008,-0.035,-1.038939857,0.079918451,-0.479510703,0.024,-0.015,-0.01,-0.011,-0.001,-0.003,94.866,-2.372,-51.146,67.404,100518,27.26,,
1839797,-0.951,-0.079,-0.055,-0.965,-0.086,-0.004,-1.118858308,0.159836901,-0.239755352,0.005,-0.024,-0.007,-0.007,-0.002,-0.001,94.866,-2.372,-51.146,67.404,100518,27.26,,
1840505,-0.951,-0.079,-0.055,-0.965,-0.086,-0.004,-1.118858308,0.159836901,-0.239755352,0.015,-0.024,-0.005,-0.004,0.001,0.002,94.866,-2.372,-51.146,67.404,100518,27.26,,
1860070,-0.949,-0.073,-0.062,-0.972,-0.031,-0.019,-1.118858308,0.159836901,-0.239755352,0.032,-0.027,-0.007,0.001,-0.002,-0.003,95.597,-3.472,-50.747,67.404,100518,27.26,,
1880019,-0.953,-0.073,-0.057,-0.965,-0.016,-0.035,-1.158817533,0.119877676,-0.519469929,0.005,-0.02,-0.007,0.003,0.001,-0.001,94.864,-3.105,-50.747,67.404,100518,27.26,,
1900014,-0.948,-0.071,-0.058,-0.98,-0.039,-0.019,-1.158817533,0.119877676,-0.519469929,0.017,-0.022,-0.007,0.003,0.001,-0.003,94.864,-3.105,-50.747,67.404,100518,27.27,,
1919995,-0.952,-0.075,-0.06,-0.965,-0.055,-0.019,-1.118858308,0,-0.519469929,0.02,-0.024,-0.007,0.003,0.001,-0.003,94.863,-2.739,-50.348,67.404,100518,27.27,,
2001340,-0.951,-0.078,-0.059,-0.98,-0.078,-0.058,-1.158817533,0.279714577,-0.599388379,0.02,-0.024,-0.007,0.003,0.001,-0.003,95.233,-3.471,-50.762,67.404,100518,27.26,,
2002139,-0.952,-0.078,-0.059,-0.98,-0.078,-0.058,-1.158817533,0.279714577,-0.599388379,0.007,-0.024,-0.01,0.007,0,-0.003,95.233,-3.471,-50.762,67.404,100518,27.26,,
2002721,-0.952,-0.078,-0.059,-0.98,-0.078,-0.058,-1.158817533,0.279714577,-0.599388379,0.012,-0.02,-0.007,0.002,-0.004,0,95.233,-3.471,-50.762,67.404,100518,27.26,,
2019995,-0.95,-0.075,-0.063,-0.965,-0.07,0.004,-1.158817533,0.279714577,-0.599388379,0.007,-0.015,-0.012,-0.007,0.005,-0.004,94.499,-3.105,-51.146,66.985,100523,27.26,,
2040070,-0.954,-0.07,-0.05,-0.98,-0.008,0.012,-0.959021407,0,-0.599388379,-0.002,-0.205,0.037,0.005,0.003,-0.003,94.499,-3.105,-51.146,66.985,100523,27.27,,
2060077,-0.95,-0.074,-0.057,-0.965,-0.062,0.004,-1.078899083,0.079918451,-0.519469929,0.061,-0.032,-0.022,-0.034,0.006,-0.014,94.864,-3.105,-50.355,67.237,100520,27.27,,
2080077,-1.122,-0.151,0.039,-1.269,0.367,0.769,-1.078899083,0.079918451,-0.519469929,0.061,-0.032,-0.022,-0.034,0.006,-0.014,95.229,-3.472,-50.348,67.32,100519,27.27,,
2156934,-5.694,-0.37,-0.048,-5.838,-1.101,0.348,-4.035881753,-0.639347604,-0.199796126,0.45,-0.042,-0.027,-0.034,0.006,-0.014,102.925,-4.205,-60.922,66.399,100530,27.27,,
2157729,-5.694,-0.37,-0.048,-6.119,-0.5,0.379,-4.035881753,-0.639347604,-0.199796126,0.073,-0.034,-0.093,0.104,-0.018,-0.02,102.925,-4.205,-60.922,66.399,100530,27.27,,
2159994,-5.72,-0.25,0.003,-6.119,-0.5,0.379,-4.035881753,-0.639347604,-0.199796126,-0.068,-0.034,-0.044,0.006,0.003,0.009,102.925,-4.205,-60.922,66.399,100530,27.27,,
2180111,-5.741,-0.294,0.117,-5.924,-0.016,0.512,-5.354536188,1.158817533,-0.119877676,0.508,-0.042,0.027,0.108,-0.019,-0.004,126.738,-1.274,-85.174,68.075,100510,27.27,,
2200023,-5.82,-0.337,-0.117,-6.018,0.008,-1.503,-5.354536188,1.158817533,-0.119877676,-0.31,0.054,-0.098,-0.01,-0.001,-0.039,126.738,-1.274,-85.174,68.075,100510,27.27,,
2219994,-6.273,-0.12,-0.041,-6.728,0.023,-0.855,-4.675229358,0.199796126,-0.039959225,0.259,-0.139,-0.015,0.118,0.015,0.047,160.824,32.804,-116.169,68.075,100510,27.27,,
2240074,-6.786,-0.291,-0.021,-7.275,-0.953,-0.097,-4.675229358,0.199796126,-0.039959225,0.557,-0.042,0.073,0.118,0.015,0.047,149.087,101.678,-89.478,67.572,100516,27.27,,
2318693,-7.588,-0.334,0.182,-9.688,-0.734,1.925,-3.276656473,-0.359633028,-1.758205912,0.557,-0.042,0.073,0.118,0.015,0.047,40.271,81.524,-11.996,71.427,100470,27.27,,
2319484,-7.783,-0.229,0.013,-9.688,-0.734,1.925,-3.276656473,-0.359633028,-1.758205912,0.076,-0.078,-0.01,0.138,-0.076,0.009,40.271,81.524,-11.996,71.427,100470,27.27,,
2320066,-7.783,-0.229,0.013,-9.688,-0.734,1.925,-3.276656473,-0.359633028,-1.758205912,0.056,0.015,-0.198,-0.069,-0.015,-0.095,40.271,81.524,-11.996,71.427,100470,27.27,,
2339993,-9.603,-0.11,-0.281,-11.774,0.063,-1.128,-6.35351682,1.238735984,0.199796126,1.476,-0.007,-0.044,0.489,0.006,-0.144,19.022,86.291,12.652,67.656,100515,27.27,,
2359993,-12.883,-0.571,-0.143,-14.968,-0.695,-0.082,-6.35351682,1.238735984,0.199796126,0.43,-0.054,-0.032,0.836,-0.079,0.013,19.022,86.291,12.652,69.835,100489,27.27,,
2379994,-13.856,-0.509,-0.052,-14.812,-0.75,1.386,-8.391437309,-0.919062181,0.998980632,0.125,0.017,0.066,0.033,0.019,0.093,19.389,50.387,19.697,69.835,100489,27.27,,
2479542,-13.89,-0.602,-0.06,-14.429,-0.633,0.277,-11.2285423,2.157798165,0.319673802,-0.022,0.012,0.066,0.033,0.019,0.093,-15.783,37.195,26.735,71.679,100467,27.27,,
2480346,-13.906,-0.6,-0.036,-14.429,-0.633,0.277,-11.2285423,2.157798165,0.319673802,-0.054,0.037,0.083,0.033,0.019,0.093,39.174,132.093,18.526,74.445,100434,27.27,,
2481023,-13.91,-0.614,-0.021,-14.429,-0.633,0.277,-11.2285423,2.157798165,0.319673802,0.645,-0.007,-0.027,0.445,0.028,0.055,39.174,132.093,18.526,74.445,100434,27.27,,
2500017,-14.061,-0.726,0.172,-14.468,-1.382,0.926,-11.0687054,-0.599388379,0.119877676,0.367,0.076,0.007,0.466,0.064,-0.017,39.174,132.093,18.526,74.445,100434,27.27,,
2520012,-14.31,-0.492,0.076,-14.765,-0.531,0.738,-11.0687054,-0.599388379,0.119877676,0.078,0.125,-0.066,0.191,0.137,-0.031,20.488,72.005,27.137,74.445,100434,27.27,,
2539994,-14.368,-0.5,0.094,-13.843,-0.718,0.512,-11.34841998,0.799184506,-0.559429154,-0.171,0.21,-0.1,-0.09,0.207,-0.075,20.488,72.005,27.137,75.871,100417,27.27,,
2635983,-15.949,-0.55,0.107,-15.913,-0.64,0.769,-11.70805301,-0.359633028,-0.839143731,-0.74,0.301,-0.235,-0.712,0.345,-0.2,20.122,65.776,28.702,75.871,100417,27.27,,
2636985,-15.949,-0.547,0.093,-15.671,-0.89,0.801,-11.70805301,-0.359633028,-0.839143731,-0.699,0.296,-0.232,-0.718,0.336,-0.22,20.122,65.041,27.521,77.129,100402,27.27,,
2639993,-15.949,-0.554,0.071,-15.671,-0.89,0.801,-11.70805301,-0.359633028,-0.839143731,-0.75,0.293,-0.232,-0.718,0.336,-0.22,18.656,64.308,27.13,81.659,100348,27.27,,
2660075,-15.949,-0.525,0.095,-15.913,-0.75,0.848,-12.90682977,0.199796126,1.158817533,-0.858,0.293,-0.266,-0.857,0.372,-0.247,18.656,64.308,27.13,81.659,100348,27.27,,
2680069,-15.949,-0.529,0.092,-15.616,-0.859,0.793,-14.50519878,0.75922528,-0.839143731,-1.095,0.347,-0.288,-1.007,0.375,-0.27,18.656,64.308,27.13,81.659,100348,27.27,,
2700068,-15.949,-0.535,0.104,-15.913,-0.843,0.754,-14.50519878,0.75922528,-0.839143731,-1.161,0.337,-0.318,-1.147,0.4,-0.296,18.656,63.941,26.739,81.659,100348,27.27,,
2798022,-15.949,-0.494,0.186,-15.913,-0.906,0.879,-14.46523955,0.919062181,-0.879102956,-1.239,0.315,-0.347,-1.249,0.414,-0.323,18.656,63.941,26.739,84.177,100318,27.27,,
2798824,-15.949,-0.479,0.185,-15.913,-0.906,0.879,-14.46523955,0.919062181,-0.879102956,-1.341,0.413,-0.374,-1.377,0.435,-0.346,17.557,64.308,26.739,86.779,100287,27.27,,
2800033,-15.949,-0.479,0.184,-15.913,-0.906,0.879,-15.10458716,0.839143731,-0.199796126,-1.361,0.381,-0.352,-1.377,0.435,-0.346,17.557,64.308,26.739,86.779,100287,27.27,,
2820022,-15.949,-0.502,0.204,-15.913,-0.882,0.809,-15.10458716,0.839143731,-0.199796126,-1.4,0.369,-0.349,-1.377,0.435,-0.346,13.893,65.042,23.22,96.27,100174,27.26,,
2839994,-15.949,-0.52,0.27,-15.749,-1.117,1.168,-15.26442406,0.959021407,-0.599388379,-1.261,0.374,-0.349,-1.335,0.471,-0.339,13.893,65.042,23.22,96.27,100174,27.27,,
2860069,-15.949,-0.501,0.273,-15.874,-0.922,1.16,-15.26442406,0.959021407,-0.599388379,-1.202,0.369,-0.345,-1.265,0.44,-0.334,13.893,65.042,23.22,96.27,100174,27.27,,
2971095,-15.949,-0.406,0.427,-15.702,-1.046,1.285,-15.90377166,1.638328236,1.238735984,-1.041,0.386,-0.357,-1.107,0.433,-0.333,12.427,64.677,24.397,99.463,100136,27.27,,
2971814,-15.949,-0.406,0.427,-15.702,-1.046,1.285,-15.90377166,1.638328236,1.238735984,-0.921,0.364,-0.347,-0.952,0.417,-0.345,12.427,64.677,24.397,99.463,100136,27.26,,
2972619,-15.949,-0.418,0.444,-15.702,-1.046,1.285,-15.90377166,1.638328236,1.238735984,0.386,0.137,-0.337,0.248,0.238,-0.352,11.328,65.041,24,104.424,100077,27.26,,
2979993,-15.949,-0.391,0.427,-15.913,-0.843,1.121,-15.90377166,1.638328236,1.238735984,0.364,0.22,-0.337,0.248,0.238,-0.352,11.328,65.041,24,104.424,100077,27.27,,
2999993,-15.949,-0.319,0.469,-15.913,-0.867,1.433,-19.42018349,0.799184506,-0.239755352,0.364,0.22,-0.337,0.304,0.218,-0.361,8.031,65.405,20.867,116.877,99929,27.26,,
3019993,-15.949,-0.315,0.455,-15.913,-0.765,1.355,-17.82181448,0.519469929,-0.319673802,0.516,0.2,-0.349,0.377,0.211,-0.352,8.031,65.405,20.867,116.877,99929,27.26,,
3095916,-15.949,-0.106,0.499,-15.788,-0.242,1.16,-16.30336391,-0.639347604,0.959021407,0.816,0.142,-0.342,0.689,0.152,-0.357,8.031,65.405,20.867,116.877,99929,27.26,,
3096719,-15.949,-0.12,0.501,-15.788,-0.242,1.16,-16.30336391,-0.639347604,0.959021407,1.012,0.098,-0.362,1.001,0.098,-0.365,8.031,66.137,19.691,121.762,99871,27.26,,
3100069,-15.949,-0.134,0.502,-15.804,-0.687,1.34,-16.30336391,-0.639347604,0.959021407,1.161,-0.02,-0.252,1.229,-0.093,-0.273,8.031,66.137,19.691,121.762,99871,27.26,,
