SWV Data Trace - Watch
"0";"ms5611_data.altitude";"-37.812164"
"1";"ms5611_data.pressure";"101780.0"
"2";"ms5611_data.temperature";"27.9"
SWV Data Trace - History
"WRITE";"101778.0";"";"16522816384";"?"
"READ";"101778.0";"";"16522816384";"?"
"WRITE";"-4.5640362E25";"";"16578264896";"?"
"WRITE";"101773.0";"";"17373237056";"?"
"READ";"101773.0";"";"17373237056";"?"
"WRITE";"101774.0";"";"18112493568";"?"
"READ";"101774.0";"";"18112493568";"?"
"WRITE";"101774.0";"";"18858968896";"?"
"READ";"101774.0";"";"18858968896";"?"
"WRITE";"101776.0";"";"19814027264";"?"
"READ";"101776.0";"";"19814027264";"?"
"WRITE";"101776.0";"";"20578319744";"?"
"READ";"101776.0";"";"20578319744";"?"
"WRITE";"101777.0";"";"34949925504";"?"
"READ";"101777.0";"";"34949925504";"?"
"READ";"101777.0";"";"35134547648";"?"
"WRITE";"101773.0";"";"35870424896";"?"
"READ";"101773.0";"";"35870424896";"?"
"WRITE";"101777.0";"";"36645161856";"?"
"READ";"101777.0";"";"36645161856";"?"
"WRITE";"101773.0";"";"37578409600";"?"
"READ";"101773.0";"";"37578409600";"?"
"WRITE";"101777.0";"";"38537922240";"?"
"READ";"101777.0";"";"38537922240";"?"
"WRITE";"101776.0";"";"39351365504";"?"
"READ";"101776.0";"";"39351365504";"?"
"WRITE";"101775.0";"";"40300433600";"?"
"READ";"101775.0";"";"40300433600";"?"
"WRITE";"101770.0";"";"41190520960";"?"
"READ";"101770.0";"";"41190520960";"?"
"WRITE";"101767.0";"";"42113017024";"?"
"READ";"101767.0";"";"42113017024";"?"
"WRITE";"101768.0";"";"43047340480";"?"
"READ";"101768.0";"";"43047340480";"?"
"WRITE";"101769.0";"";"43957548864";"?"
"READ";"101769.0";"";"43957548864";"?"
"WRITE";"5.493759E-10";"";"44459807040";"?"
"WRITE";"101766.0";"";"44868832512";"?"
"READ";"101766.0";"";"44868832512";"?"
"WRITE";"101769.0";"";"45789178368";"?"
"READ";"101769.0";"";"45789178368";"?"
"WRITE";"-4.5640362E25";"";"46656533888";"?"
"WRITE";"101772.0";"";"47499620992";"?"
"READ";"101772.0";"";"47499620992";"?"
"WRITE";"101773.0";"";"48257450048";"?"
"READ";"101773.0";"";"48257450048";"?"
"WRITE";"-4.5640362E25";"";"48853094336";"?"
"WRITE";"101775.0";"";"49182250048";"?"
"READ";"101775.0";"";"49182250048";"?"
"WRITE";"101775.0";"";"50371850560";"?"
"READ";"101775.0";"";"50371850560";"?"
"WRITE";"2.3595514";"";"51000210752";"?"
"WRITE";"101774.0";"";"51279140672";"?"
"READ";"101774.0";"";"51279140672";"?"
"WRITE";"101773.0";"";"52189041856";"?"
"READ";"101773.0";"";"52189041856";"?"
"WRITE";"101776.0";"";"53094027968";"?"
"READ";"101776.0";"";"53094027968";"?"
"WRITE";"101777.0";"";"54110172480";"?"
"READ";"101777.0";"";"54110172480";"?"
"WRITE";"101776.0";"";"55073678592";"?"
"READ";"101776.0";"";"55073678592";"?"
"WRITE";"101779.0";"";"55976360768";"?"
"READ";"101779.0";"";"55976360768";"?"
"WRITE";"101779.0";"";"56886569216";"?"
"READ";"101779.0";"";"56886569216";"?"
"WRITE";"101779.0";"";"57833486912";"?"
"READ";"101779.0";"";"57833486912";"?"
"WRITE";"101778.0";"";"58574893632";"?"
"READ";"101778.0";"";"58574893632";"?"
"WRITE";"101776.0";"";"59489089536";"?"
"READ";"101776.0";"";"59489089536";"?"
"WRITE";"101780.0";"";"60396994048";"?"
