SWV Data Trace - Watch
"0";"ms5611_data.altitude";"-37.812164"
"1";"ms5611_data.pressure";"101780.0"
"2";"ms5611_data.temperature";"27.9"
SWV Data Trace - History
"WRITE";"27.59";"0x800";"16786567296";"34.972015 s"
"WRITE";"27.46";"";"18418609856";"?"
"WRITE";"27.49";"";"19165085248";"?"
"WRITE";"27.55";"";"20883360896";"?"
"READ";"27.55";"";"35134547648";"?"
"WRITE";"27.57";"";"35258192256";"?"
"WRITE";"27.59";"";"36180841856";"?"
"WRITE";"27.61";"";"36951278144";"?"
"WRITE";"27.63";"";"37881453952";"?"
"WRITE";"27.65";"";"39656713792";"?"
"WRITE";"27.66";"";"40601481280";"?"
"WRITE";"27.67";"";"41495562112";"?"
"WRITE";"27.68";"";"42417136640";"?"
"WRITE";"27.68";"";"43352381632";"?"
"WRITE";"27.69";"";"44263511552";"?"
"WRITE";"27.69";"";"45178020800";"?"
"WRITE";"27.71";"";"46094526720";"?"
"WRITE";"27.71";"";"46845303104";"?"
"WRITE";"27.72";"";"47800515008";"?"
"WRITE";"27.72";"";"48561569664";"?"
"WRITE";"27.73";"";"49487444864";"?"
"WRITE";"27.73";"";"50676891776";"?"
"WRITE";"27.74";"0xbff00800";"51583260224";"?"
"WRITE";"27.73";"";"52495158144";"?"
"WRITE";"27.74";"";"53403216256";"?"
"WRITE";"27.75";"";"54419207104";"?"
"WRITE";"27.75";"";"55372422272";"?"
"WRITE";"27.77";"";"56282477056";"?"
"WRITE";"27.74";"";"57190381568";"?"
"WRITE";"27.75";"";"58880702784";"?"
"WRITE";"27.75";"";"59796281088";"?"
"WRITE";"27.76";"";"60703110336";"?"
"WRITE";"27.77";"";"61485219968";"?"
"WRITE";"27.75";"";"62420464512";"?"
"WRITE";"27.76";"";"64149645504";"?"
"WRITE";"27.76";"";"65089190720";"?"
"WRITE";"27.77";"";"66026429888";"?"
"WRITE";"27.76";"";"66975498048";"?"
"WRITE";"27.77";"";"67925334080";"?"
"WRITE";"27.77";"";"69189757696";"?"
"WRITE";"27.76";"";"70095818944";"?"
"WRITE";"27.76";"";"71040586432";"?"
"WRITE";"27.77";"";"71795196352";"?"
"WRITE";"27.77";"";"72739195840";"?"
"WRITE";"27.77";"";"73623141376";"?"
"WRITE";"27.78";"";"74577278208";"?"
"WRITE";"27.77";"";"75488715456";"?"
"WRITE";"27.78";"";"76429479104";"?"
"WRITE";"27.77";"";"77335694272";"?"
"WRITE";"27.77";"";"78268788416";"?"
"WRITE";"27.77";"";"79228454592";"?"
"WRITE";"27.77";"";"79988293248";"?"
"WRITE";"27.77";"";"80899730560";"?"
"WRITE";"27.77";"";"81850641792";"?"
"WRITE";"27.77";"";"82760696576";"?"
"WRITE";"27.77";"";"83686572096";"?"
"WRITE";"27.77";"";"84423678464";"?"
"WRITE";"27.78";"";"85369521024";"?"
"WRITE";"27.78";"";"86102635072";"?"
"WRITE";"27.77";"";"87811695296";"?"
"WRITE";"27.77";"";"88579213312";"?"
"WRITE";"27.77";"";"90298871296";"?"
"WRITE";"27.77";"";"91033980800";"?"
"WRITE";"27.77";"";"101318401792";"?"
"READ";"27.77";"";"101664146496";"?"
"READ";"27.77";"";"101675819840";"?"
"READ";"27.77";"";"101690565120";"?"
"READ";"27.77";"";"101706232000";"?"
"READ";"27.77";"";"101720977280";"?"
"READ";"27.77";"";"101733418624";"?"
"READ";"27.77";"";"101748163904";"?"
"READ";"27.77";"";"101762909184";"?"
"READ";"27.77";"";"101808834432";"?"
"WRITE";"27.77";"";"102225232512";"?"
"WRITE";"27.77";"";"102946364800";"?"
"WRITE";"27.76";"";"103862870592";"?"
"WRITE";"27.75";"";"104773079040";"?"
"WRITE";"27.75";"";"105691735232";"?"
"READ";"27.75";"";"105825977984";"?"
"READ";"27.75";"";"105851321344";"?"
"READ";"27.75";"";"105866988224";"?"
"READ";"27.75";"";"105879429568";"?"
"READ";"27.75";"";"105895096448";"?"
"READ";"27.75";"";"105906769792";"?"
"READ";"27.75";"";"105921515072";"?"
"READ";"27.75";"";"105934110016";"?"
"READ";"27.75";"";"105949776896";"?"
"WRITE";"27.74";"";"106634353152";"?"
"READ";"27.74";"";"107441611712";"?"
"READ";"27.74";"";"107470027008";"?"
"READ";"27.74";"";"107485693888";"?"
"READ";"27.74";"";"107497367232";"?"
"READ";"27.74";"";"107510730176";"?"
"READ";"27.74";"";"107525475456";"?"
"READ";"27.74";"";"107538070400";"?"
"READ";"27.74";"";"107554812480";"?"
"READ";"27.74";"";"107566485824";"?"
"WRITE";"27.74";"";"107597665792";"?"
"WRITE";"27.74";"";"108526766400";"?"
"WRITE";"27.74";"";"109259418048";"?"
"WRITE";"27.75";"";"109966112064";"?"
"READ";"27.75";"";"110160103552";"?"
"READ";"27.75";"";"110188518848";"?"
"READ";"27.75";"";"110201113792";"?"
"READ";"27.75";"";"110215859072";"?"
"READ";"27.75";"";"110229222016";"?"
"READ";"27.75";"";"110243199296";"?"
"WRITE";"27.75";"";"110881696896";"?"
"READ";"27.75";"";"111586240576";"?"
"READ";"27.75";"";"111615577472";"?"
"READ";"27.75";"";"111627250816";"?"
"READ";"27.75";"";"111640613760";"?"
"READ";"27.75";"";"111655359040";"?"
"READ";"27.75";"";"111667953984";"?"
"READ";"27.75";"";"111682699264";"?"
"READ";"27.75";"";"111698366144";"?"
"READ";"27.75";"";"111710039488";"?"
"WRITE";"27.75";"";"111741373120";"?"
"WRITE";"27.75";"";"112648509632";"?"
"READ";"27.75";"";"113152610880";"?"
"WRITE";"27.75";"";"113583293440";"?"
"WRITE";"27.75";"";"114533590272";"?"
"WRITE";"27.75";"";"115485423104";"?"
"WRITE";"27.76";"";"116439867072";"?"
"WRITE";"27.76";"";"117383559296";"?"
"WRITE";"27.77";"";"118297300416";"?"
"READ";"27.77";"";"118559641984";"?"
"READ";"27.77";"";"118573158528";"?"
"READ";"27.77";"";"118588057408";"?"
"READ";"27.77";"";"118600498752";"?"
"READ";"27.77";"";"118615397632";"?"
